Ontology,Classes,Individuals,Axioms,Logical Axioms,TBox,ABox,RBox,Data Properties,Object Properties,Annotation Properties,Profiles,Unnamed: 12,Factpp_Classification,HermiT_Classification,JFact_Classification,Konclude_Classification,Openllet_Classification,Pellet_Classification,KoncludeCLI_Classification,Factpp_Loading,HermiT_Loading,JFact_Loading,Konclude_Loading,Openllet_Loading,Pellet_Loading,Factpp_Classification_LoadingAdded,HermiT_Classification_LoadingAdded,JFact_Classification_LoadingAdded,Konclude_Classification_LoadingAdded,Openllet_Classification_LoadingAdded,Pellet_Classification_LoadingAdded,KoncludeCLI_Classification_LoadingAdded
ore_ont_11357.owl,44,0,287,197,194,0,3,24,22,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0013,0.0369,0.0439,0.0043,0.0368,0.0382,0.02,0.0056,0.0367999999999999,0.0074,0.0328,0.015,0.0148,0.0069,0.0736999999999999,0.0513,0.0371,0.0518,0.053,0.02
ore_ont_13483.owl,48,4,220,133,128,2,3,26,14,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0007,0.0247,,0.0044,0.0242,0.0238,0.019,0.0044,0.0314,0.008,0.0298,0.0148,0.0133,0.0051,0.0561,,0.0342,0.039,0.0371,0.019
ore_ont_8047.owl,16,2,274,211,208,3,0,27,22,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0004,0.0242,0.0355,0.0033,0.0138,0.0165,0.0188,0.0037,0.0299,0.0068,0.0333,0.0162,0.014,0.0041,0.054099999999999995,0.0423,0.0366,0.03,0.0305,0.0188
ore_ont_9994.owl,28,43,289,205,151,52,2,32,24,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0011,0.0283999999999999,0.0456,0.0033,0.0199,0.0231,0.019,0.0051,0.035,0.0077,0.031,0.016,0.0144,0.006200000000000001,0.0633999999999999,0.0533,0.0343,0.0359,0.0375,0.019
ore_ont_1618.owl,36,0,216,144,141,0,3,23,14,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0011,0.0515,0.0412999999999999,0.0036,0.0295,0.0373,0.0186,0.004,0.0309999999999999,0.0072,0.0293,0.0137,0.013,0.0051,0.08249999999999989,0.0484999999999999,0.0329,0.0432,0.0503,0.0186
ore_ont_7464.owl,32,1,239,160,155,1,4,27,21,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0008,0.0346,0.0385,0.0038,0.022,0.0238,0.019,0.0047,0.0324,0.0072,0.0295,0.0170999999999999,0.0134,0.0055000000000000005,0.067,0.0457,0.033299999999999996,0.0390999999999999,0.037200000000000004,0.019
ore_ont_6735.owl,214,0,427,213,213,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0007,0.0294,0.0204999999999999,0.0036,0.0092,0.009,0.0203,0.005,0.0228,0.0077,0.03,0.017,0.0136,0.0057,0.052199999999999996,0.0281999999999999,0.0336,0.0262,0.0226,0.0203
ore_ont_10176.owl,171,0,278,104,104,0,0,0,3,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0153,0.0261,0.0893,0.004,0.0157,0.0135,0.0212,0.0067,0.0317,0.0073999999999999,0.0331,0.0164,0.0125,0.022,0.057800000000000004,0.0966999999999999,0.037099999999999994,0.032100000000000004,0.026000000000000002,0.0212
ore_ont_15229.owl,93,0,221,123,118,0,5,2,5,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0021,0.0208,0.0364,0.0042,0.035,,0.0201,0.0076,0.0355,0.0079,0.0298,0.0158,0.015,0.0097,0.056299999999999996,0.044300000000000006,0.034,0.050800000000000005,,0.0201
ore_ont_12101.owl,33,1,243,162,157,1,4,27,22,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.001,0.0387,0.0404,0.0035,0.022,0.0243,0.0191,0.0047,0.0307999999999999,0.0073999999999999,0.0299,0.0152,0.0147,0.0057,0.0694999999999999,0.0477999999999999,0.0334,0.0372,0.039,0.0191
ore_ont_14486.owl,117,0,245,128,128,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0004,0.0171,0.0174,0.0039,0.0095,0.0072,0.019,0.0037,0.0191,0.0069999999999999,0.0299,0.0153,0.0125,0.0041,0.036199999999999996,0.0243999999999999,0.0338,0.0248,0.019700000000000002,0.019
ore_ont_8094.owl,45,0,297,212,162,0,50,0,41,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0014,0.0655,0.0419,0.0059,0.0325,0.0305,0.0217,0.0053,0.0363999999999999,0.0072,0.0312,0.0151,0.0159,0.0067,0.10189999999999991,0.0491,0.0371,0.0476,0.0464,0.0217
ore_ont_714.owl,23,7,302,227,131,9,79,9,44,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0011,,0.0403,0.0068,0.0341,,0.019,0.0083,,0.0076999999999999,0.0334,0.0200999999999999,0.0159,0.0094,,0.047999999999999904,0.0402,0.0541999999999999,,0.019
ore_ont_10264.owl,63,0,325,186,124,0,62,0,76,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0009,0.035,0.0345,0.0035,0.0266,0.0211,0.019,0.0053,0.0217,0.0074,0.0289,0.0141,0.0123,0.0062,0.0567,0.04190000000000001,0.0324,0.0407,0.0334,0.019
ore_ont_13737.owl,69,58,315,206,130,58,18,6,35,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0025,0.1425,0.0650999999999999,0.0107,0.0492,0.054,0.0296,0.0078999999999999,0.0392,0.0086,0.0333,0.0175,0.0148,0.0103999999999999,0.18169999999999997,0.07369999999999989,0.044000000000000004,0.06670000000000001,0.0688,0.0296
ore_ont_5696.owl,124,0,382,258,258,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0007,0.0181,0.0272,0.0034,0.0111,0.0083,0.0193,0.0048,0.0253,0.0064,0.0306,0.0158,0.0161,0.0055,0.0434,0.0336,0.033999999999999996,0.0269,0.024399999999999998,0.0193
ore_ont_3806.owl,116,19,334,213,189,21,3,0,6,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0056,0.066,0.0906,0.0129,0.064,0.0526,0.0311,0.0053,0.0279,0.0072,0.0354,0.0188,0.0177,0.0109,0.09390000000000001,0.0978,0.0483,0.0828,0.0703,0.0311
ore_ont_3504.owl,52,2,242,148,125,0,23,7,35,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0017,0.028,0.0419,0.0053,0.0372,0.0299,0.0219,0.0045,0.0355,0.0075,0.0304,0.0151999999999999,0.0134,0.0062,0.0635,0.0494,0.0357,0.0523999999999999,0.0433,0.0219
ore_ont_2652.owl,93,0,352,209,143,0,66,0,51,0,OWL2_DL - OWL2_QL - OWL2_FULL,OWL2_DL,0.001,0.1778,0.04,0.0035,0.0535,0.0531,0.0209,0.0053999999999999,0.0251,0.0076,0.033,0.0165,0.0125,0.0063999999999999,0.20290000000000002,0.0476,0.036500000000000005,0.07,0.0656,0.0209
ore_ont_2654.owl,172,1,390,217,216,1,0,0,1,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0006000000000000001,0.0216999999999999,0.0311,0.0037,0.0151,0.0155,0.0203,0.004,0.021,0.0078999999999999,0.0317,0.0158,0.0146,0.0046,0.042699999999999905,0.038999999999999896,0.0354,0.030900000000000004,0.030100000000000002,0.0203
ore_ont_3250.owl,87,3,252,157,142,6,9,0,9,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0027,0.0417,0.0494,0.0124,0.0503,0.0513,0.0293,0.0053999999999999,0.0334,0.0073999999999999,0.0337,0.0174,0.0169,0.008099999999999899,0.0751,0.0567999999999999,0.0461,0.0677,0.0682,0.0293
ore_ont_8335.owl,116,0,426,305,132,166,7,0,5,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0021,0.032,0.0707,0.0035,0.0239,0.0285,0.0212,0.0055,0.0245,0.0098,0.0336,0.0162,0.0122,0.007599999999999999,0.0565,0.0805,0.0371,0.0401,0.0407,0.0212
ore_ont_2775.owl,116,0,426,305,132,166,7,0,5,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0025,0.0278,0.0615,0.0036,0.022,0.0256,0.0214,0.0045,0.0234,0.0101999999999999,0.0333,0.0139,0.0128,0.006999999999999999,0.051199999999999996,0.0716999999999999,0.0369,0.0359,0.038400000000000004,0.0214
ore_ont_3082.owl,121,0,241,120,120,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0003,0.0173,0.0178,0.0033,0.0067,0.0066,0.0185,0.0043,0.0203,0.0071,0.0283999999999999,0.014,0.0124,0.0046,0.037599999999999995,0.0249,0.0316999999999999,0.0207,0.019,0.0185
ore_ont_9031.owl,197,0,419,216,216,0,0,0,6,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0017,0.0291,0.0464,0.0034,0.0102,0.0096,0.0206,0.0068,0.0236,0.0075,0.0305,0.0161,0.0152,0.008499999999999999,0.0527,0.053899999999999997,0.0339,0.0263,0.0248,0.0206
ore_ont_8665.owl,148,0,390,234,227,0,7,0,8,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0014,0.0275,0.0423,0.0038,0.0302,0.0349,0.0204,0.0052,0.0290999999999999,0.0073999999999999,0.0321,0.017,0.0144,0.0066,0.0565999999999999,0.0496999999999999,0.035899999999999994,0.047200000000000006,0.0493,0.0204
ore_ont_16827.owl,80,99,442,269,166,103,0,0,93,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0016,0.0424999999999999,0.0664,0.0035,0.0398,0.0482,0.0202,0.0125,0.0234999999999999,0.0089,0.0336,0.0186,0.0142,0.014100000000000001,0.0659999999999998,0.0753,0.0371,0.0584,0.0624,0.0202
ore_ont_11380.owl,128,0,409,218,162,0,56,0,63,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0016,0.0543,0.0528,0.0034,0.0332,0.0416,0.021,0.0066,0.0284,0.0083,0.0327,0.0167,0.0131,0.0082,0.0827,0.0611,0.0361,0.0499,0.0547,0.021
ore_ont_13759.owl,140,0,313,154,149,0,5,9,10,0,OWL2_DL - OWL2_RL - OWL2_FULL,OWL2_DL,0.0008,0.0316,0.024,0.0034,0.0212,0.0260999999999999,0.0198,0.0106,0.0343,0.007,0.0283999999999999,0.0153,0.0128,0.0114,0.0659,0.031,0.0317999999999999,0.0365,0.0388999999999999,0.0198
ore_ont_2012.owl,72,0,368,225,103,0,122,3,69,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0016,0.201,0.0437,0.0045,0.1355,0.174,0.0216,0.0052,0.0426,0.0075,0.0343,0.0167,0.0137,0.0068,0.2436,0.0512,0.038799999999999994,0.1522,0.18769999999999998,0.0216
ore_ont_7517.owl,79,41,241,149,96,45,8,5,10,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0034,0.0354,0.0658,0.0078,0.0596,0.0586,0.0253,0.005,0.0354,0.0084,0.0328,0.019,0.0167,0.0084,0.0708,0.0742,0.040600000000000004,0.0786,0.0753,0.0253
ore_ont_13530.owl,234,0,470,235,235,0,0,0,1,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0019,0.0286,0.0341,0.0034,0.0092,0.0083,0.021,0.0063999999999999,0.0261999999999999,0.0081999999999999,0.0291999999999999,0.0161,0.0167,0.0082999999999999,0.054799999999999904,0.0422999999999999,0.0325999999999999,0.0253,0.025,0.021
ore_ont_10413.owl,69,2,361,205,136,1,68,0,87,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0009,0.0331,0.04,0.003,0.0406,0.033,0.0198,0.0052,0.0193,0.0079,0.0301,0.0155,0.0121,0.0060999999999999995,0.0524,0.0479,0.0331,0.0561,0.0451,0.0198
ore_ont_4724.owl,67,0,350,198,132,0,66,0,85,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0009,0.0338,0.0386,0.003,0.0312,0.031,0.0196,0.0055,0.0232,0.007,0.0307,0.0152,0.0129,0.0063999999999999994,0.056999999999999995,0.0456,0.0337,0.0464,0.0439,0.0196
ore_ont_4223.owl,75,0,213,128,113,0,15,0,10,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0022,0.034,0.0409,0.0034,0.0424,0.0406,0.0192,0.0049,0.0278,0.0068,0.0308,0.0146,0.0128,0.0071,0.0618,0.0477,0.0342,0.057,0.053399999999999996,0.0192
ore_ont_12906.owl,80,0,168,88,88,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0006000000000000001,0.0139,0.0163999999999999,0.0034,0.0067,0.0047,0.019,0.0037,0.0175,0.0062999999999999,0.0277,0.0144,0.0125,0.0043,0.0314,0.0226999999999998,0.0311,0.0211,0.0172,0.019
ore_ont_14588.owl,26,47,298,237,122,105,10,16,20,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0008,0.0256,0.0452,0.0035,0.0274,,0.0221,0.005,0.0387,0.0083,0.0347,0.0204,,0.0058000000000000005,0.0643,0.0535,0.038200000000000005,0.0478,,0.0221
ore_ont_15993.owl,26,0,334,241,128,0,94,3,68,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0028,,,0.0152,,,0.0203,0.0038,,0.0075,0.0371,0.0192,0.0158,0.0066,,,0.0523,,,0.0203
ore_ont_3463.owl,123,0,245,122,122,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0005,0.0186,0.019,0.0033,0.0067,0.005,0.0189,0.004,0.0195,0.0066,0.0277,0.0141,0.0134,0.0045000000000000005,0.038099999999999995,0.025599999999999998,0.031,0.0208,0.0184,0.0189
ore_ont_5303.owl,95,0,336,234,224,0,10,0,8,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0306,0.9025,0.228,0.0768,0.5235,0.3665,0.0824,0.0051,0.0342,0.0073,0.0333,0.0167,0.0145,0.035699999999999996,0.9367,0.2353,0.1101,0.5402,0.381,0.0824
ore_ont_12118.owl,8,8,307,190,94,6,90,0,110,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0012,0.0349999999999999,0.0377,0.0032,0.0458,0.0537,0.02,0.0053,0.0225,0.0078999999999999,0.0325,0.0147,0.013,0.0065,0.0574999999999999,0.0455999999999999,0.0357,0.0605,0.0667,0.02
ore_ont_12948.owl,34,32,322,242,148,74,20,26,21,0,OWL2_DL - OWL2_FULL,OWL2_DL,,0.0284,,0.0033,0.0206,0.023,0.0215,,0.0355,0.0083,0.035,0.0204,0.0163,,0.0639,,0.0383,0.041,0.0393,0.0215
ore_ont_11895.owl,123,13,309,182,156,26,0,2,3,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0014,0.0613999999999999,0.0393,0.0043,0.0308,0.0312,0.021,0.0065,0.0363,0.0076999999999999,0.0308,0.0214,0.0141,0.007899999999999999,0.0976999999999999,0.0469999999999999,0.0351,0.052199999999999996,0.0453,0.021
ore_ont_14412.owl,36,0,383,290,191,0,99,3,54,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0036,0.3797,0.0523999999999999,0.0055,0.0339,0.0337,0.0218,0.0052999999999999,0.0931,0.0072,0.0334,0.0154999999999999,0.0136,0.008899999999999901,0.4728,0.059599999999999896,0.0389,0.0493999999999999,0.0473,0.0218
ore_ont_5090.owl,144,0,384,237,237,0,0,0,3,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0022,0.0252,0.0385999999999999,0.004,0.0104,0.0097,0.0201,0.0046,0.0219,0.0076,0.0316,0.0161,0.014,0.0068000000000000005,0.0471,0.0461999999999999,0.03560000000000001,0.0265,0.0237,0.0201
ore_ont_10536.owl,8,10,307,191,94,7,90,0,109,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0015,0.0385,0.0385,0.0032,0.046,0.0545,0.0197,0.0062,0.0214,0.0078999999999999,0.0323,0.0143,0.0149,0.0077,0.059899999999999995,0.0463999999999999,0.035500000000000004,0.0603,0.0694,0.0197
ore_ont_7969.owl,88,0,186,98,98,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.00030000000000000003,0.0151,0.017,0.0037,0.0067,0.0074,0.0186,0.0098999999999999,0.0184,0.0064,0.0278999999999999,0.0132,0.0124,0.0101999999999999,0.0335,0.0234,0.0315999999999999,0.0199,0.019799999999999998,0.0186
ore_ont_2876.owl,82,0,179,93,93,0,0,0,5,0,OWL2_DL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0004,0.0159,0.0201,0.0034,0.0079,0.0081,0.0191,0.005,0.0180999999999999,0.0062999999999999,0.0272999999999999,0.0136,0.0134,0.0054,0.033999999999999905,0.0263999999999999,0.0306999999999999,0.0215,0.0215,0.0191
ore_ont_1524.owl,106,100,435,321,117,200,4,6,3,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.002,0.0231,0.0537,0.0036,0.0254,0.0275,0.0222,0.006,0.0327,0.0083,0.0348,0.0214,0.0175,0.008,0.0558,0.062,0.0384,0.046799999999999994,0.045,0.0222
ore_ont_15145.owl,88,0,186,98,98,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0004,0.0131,0.0163999999999999,0.0036,0.0067,0.0059,0.0184,0.0042,0.0174,0.0061,0.0273999999999999,0.0143999999999999,0.0121,0.0046,0.0305,0.022499999999999902,0.0309999999999999,0.0210999999999999,0.018,0.0184
ore_ont_2697.owl,88,0,186,98,98,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0004,0.0136,0.0172,0.0032,0.007,0.0068,0.0187,0.0039,0.0168,0.0064,0.0274,0.0147,0.0136,0.0043,0.030399999999999996,0.0236,0.030600000000000002,0.0217,0.020399999999999998,0.0187
ore_ont_11866.owl,69,2,357,205,136,1,68,0,83,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0008000000000000001,0.0339,0.0486,0.0034,0.0387,0.0371,0.0193,0.0076,0.0211,0.0076,0.031,0.015,0.0135,0.0084,0.055,0.0562,0.0344,0.0537,0.0506,0.0193
ore_ont_3775.owl,66,0,425,278,277,0,1,63,18,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0009,0.0451,0.0407999999999999,0.0035,0.0244,0.0219,0.0201,0.0052999999999999,0.0357,0.0081,0.032,0.0165,0.0132,0.0061999999999999,0.08080000000000001,0.0488999999999999,0.035500000000000004,0.040900000000000006,0.0351,0.0201
ore_ont_9462.owl,104,128,455,350,221,128,1,0,1,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0009,0.018,0.0513,0.004,0.0178,0.0181,0.0211,0.0054,0.0218,0.0081999999999999,0.0344,0.0186,0.0159,0.0063,0.0398,0.0594999999999999,0.038400000000000004,0.0364,0.034,0.0211
ore_ont_8666.owl,82,125,347,249,111,137,1,4,13,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0021,0.0344,0.0652,0.0233,0.1253,0.1113,0.0427,0.0043,0.0332,0.0089,0.0373999999999999,0.0185,0.0152,0.0063999999999999994,0.0676,0.0741,0.0606999999999999,0.14379999999999998,0.1265,0.0427
ore_ont_7962.owl,34,2,346,237,225,6,6,41,35,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0012,0.0574,0.0569999999999999,0.0037,0.0347,0.0329,0.021,0.0044,0.0385,0.0078999999999999,0.033,0.0169999999999999,0.0121,0.0056,0.0959,0.06489999999999979,0.0367,0.0516999999999999,0.045,0.021
ore_ont_1997.owl,94,0,334,233,223,0,10,0,8,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0286,0.8456,0.2429,0.0739,0.3028,0.3713,0.086,0.0056,0.0345,0.0076999999999999,0.0332,0.0197,0.0153,0.0342,0.8801,0.2505999999999999,0.1071,0.3225,0.3866,0.086
ore_ont_4897.owl,143,0,432,255,217,0,38,0,34,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0055,0.0378,0.074,0.0072,0.0425,0.0398,0.0243,0.0066,0.0264,0.0087999999999999,0.0324,0.0191,0.0145,0.0121,0.06420000000000001,0.0827999999999999,0.039599999999999996,0.0616,0.0543,0.0243
ore_ont_11133.owl,167,0,425,249,247,0,2,0,9,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL,0.002,0.0291,0.0510999999999999,0.0036,0.0109,0.0105,0.0205,0.0044,0.0219,0.0081,0.0327,0.0161,0.0135,0.0064,0.051000000000000004,0.059199999999999905,0.0363,0.027,0.024,0.0205
ore_ont_15160.owl,73,0,378,216,144,0,72,0,89,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.001,0.0372,0.0421,0.003,0.0318,0.0349999999999999,0.0201,0.006,0.0251,0.0077,0.0309,0.0144,0.0134,0.007,0.062299999999999994,0.0498,0.0339,0.046200000000000005,0.0483999999999999,0.0201
ore_ont_15421.owl,74,72,300,223,114,108,1,1,2,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0017,0.0264,,0.0064,0.0479,0.0397,0.0294,0.0049,0.0314,0.0078999999999999,0.0401,0.0209,0.0157,0.0066,0.0578,,0.0465,0.0688,0.0554,0.0294
ore_ont_1746.owl,151,0,301,150,150,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0004000000000000001,0.0196,0.0226,0.003,0.008,0.0076,0.0195,0.0053,0.0208,0.0069,0.0288,0.0142,0.0134,0.0057,0.0404,0.0295,0.0318,0.0222,0.021,0.0195
ore_ont_14926.owl,240,0,479,239,239,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0007,0.032,0.0216,0.0034,0.0092,0.0093,0.0211,0.0049,0.0271,0.0082,0.0308,0.0154,0.0158,0.0056,0.0591,0.0298,0.0342,0.0246,0.0251,0.0211
ore_ont_15576.owl,269,0,535,266,266,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0008,0.0303,0.0268,0.0036,0.0093,0.0085,0.0217,0.0048,0.025,0.0075,0.0319,0.0184,0.0157,0.0056,0.0553,0.0343,0.0355,0.0277,0.0242,0.0217
ore_ont_10407.owl,51,0,238,107,107,0,0,43,38,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0097,,0.1193,0.1663,0.1003,0.1514,0.1891,0.0069,,0.0070999999999999,0.0326,0.0155,0.0139,0.0166,,0.1263999999999999,0.1989,0.1158,0.1653,0.1891
ore_ont_9941.owl,51,0,238,107,107,0,0,43,38,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.009,,0.1224,0.1703,0.11,0.1528,0.1882,0.0055,,0.0084,0.0322,0.0153999999999999,0.0139,0.014499999999999999,,0.1308,0.2025,0.1253999999999999,0.1667,0.1882
ore_ont_1662.owl,74,2,385,220,146,1,73,0,91,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.001,0.0363,0.0444,0.0032,0.046,0.0409999999999999,0.0197,0.0112,0.0217,0.0075,0.0296,0.0162,0.0126,0.012199999999999999,0.057999999999999996,0.0519,0.0328,0.0622,0.0535999999999999,0.0197
ore_ont_14273.owl,72,10,382,220,142,7,71,0,90,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0012,0.0406,0.0467,0.0029,0.0425,0.0401,0.0196,0.0069999999999999,0.0228,0.0077,0.0329,0.0139999999999999,0.0135,0.0081999999999999,0.0634,0.0544,0.0358,0.056499999999999904,0.053599999999999995,0.0196
ore_ont_11522.owl,123,0,472,271,242,0,29,0,79,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0018,0.0431,0.0592,0.0036,0.043,0.0394,0.0217,0.0081,0.0229,0.0084999999999999,0.0335,0.0180999999999999,0.0163,0.009899999999999999,0.066,0.0676999999999999,0.0371,0.0610999999999999,0.0557,0.0217
ore_ont_10823.owl,74,5,386,222,146,3,73,0,90,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.001,0.0377,0.0453,0.0031,0.0403,0.0419999999999999,0.0194,0.0055,0.0219,0.008,0.0331,0.0147,0.0121,0.0065,0.0596,0.0533,0.036199999999999996,0.055,0.0540999999999999,0.0194
ore_ont_13524.owl,77,2,400,229,152,1,76,0,94,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0014,0.0396,0.0511999999999999,0.003,0.047,0.0458,0.0197,0.0052,0.0215999999999999,0.0086,0.0306,0.0173,0.0132,0.0066,0.06119999999999991,0.059799999999999895,0.0336,0.0643,0.059,0.0197
ore_ont_420.owl,170,5,419,198,193,5,0,4,47,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0009,0.0381,0.0388,0.0031,0.0301,0.0258,0.0204,0.0069999999999999,0.0319,0.0084,0.03,0.0185,0.0145,0.0078999999999999,0.07,0.0472,0.0331,0.0486,0.0403,0.0204
ore_ont_7417.owl,117,63,479,328,168,135,25,12,23,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0019,0.0407,0.0454,0.0033,0.0266,0.0303,0.0211,0.0046,0.034,0.0097,0.0383,0.0205,0.0165,0.0065,0.0747,0.0551,0.0416,0.0471,0.0468,0.0211
ore_ont_12653.owl,22,0,254,178,158,0,20,19,36,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0021,0.1521,0.0912,0.0118,,,0.0275,0.0045,0.0482999999999999,0.0078999999999999,0.0321,0.0165,0.0141,0.0066,0.2003999999999999,0.09909999999999991,0.043899999999999995,,,0.0275
ore_ont_14831.owl,8,2,348,213,108,1,104,0,128,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0013,0.0417,0.0484,0.0026,0.0718,0.0683,0.0201,0.0065,0.0223,0.0081,0.0334,0.0144999999999999,0.0136,0.0078,0.064,0.056499999999999995,0.036,0.0862999999999999,0.0819,0.0201
ore_ont_16594.owl,167,0,433,255,247,0,8,0,11,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0022,0.03,0.046,0.0035,0.0196,0.0173,0.0209,0.0061,0.0236,0.0079,0.0327,0.0156,0.0155,0.0083,0.053599999999999995,0.0539,0.0362,0.035199999999999995,0.032799999999999996,0.0209
ore_ont_3592.owl,45,1,364,245,237,1,7,33,42,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0017,0.0502,0.0502,0.0036,0.0279,0.0389,0.0208,0.0054,0.0372,0.0076999999999999,0.0345,0.017,0.0144,0.0071,0.0874,0.0578999999999999,0.0381,0.0449,0.0533,0.0208
