Ontology,Classes,Individuals,Axioms,Logical Axioms,TBox,ABox,RBox,Data Properties,Object Properties,Annotation Properties,Profiles,Unnamed: 12,Factpp_Classification,HermiT_Classification,JFact_Classification,Konclude_Classification,Openllet_Classification,Pellet_Classification,KoncludeCLI_Classification
ore_ont_16669.owl,3087,0,9271,5771,5329,0,442,0,413,0,OWL2_DL - OWL2_FULL,OWL2_DL,27.5518,1.2283,,0.1089,8.2222,,0.2771
ore_ont_1016.owl,3087,0,9271,5771,5329,0,442,0,413,0,OWL2_DL - OWL2_FULL,OWL2_DL,28.0978,1.2159,,0.1062,8.5626,15.3969,0.2831
ore_ont_16558.owl,3679,0,10814,7131,7128,0,3,0,4,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0925,0.4532,2.9127,0.0232,0.5877,0.4913,0.1573
ore_ont_4737.owl,1665,1685,11523,9830,2235,7579,16,6,22,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.4616,0.2803,10.3107,0.0105,0.3797,0.257,0.316
ore_ont_4655.owl,4358,0,8762,4402,4402,0,0,0,2,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL,1.1712,0.4364,5.549,0.024,0.0644,0.0654,0.1561
ore_ont_15184.owl,2999,1135,9904,6376,4129,1872,375,32,498,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0564999999999999,98.7614,2.6929,0.0591,5.625,,0.2465
ore_ont_13857.owl,2999,1135,9912,6384,4129,1880,375,32,498,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0586999999999999,100.0105,2.6627,0.0553,5.62,,0.2459
ore_ont_6737.owl,4358,0,8762,4402,4402,0,0,0,2,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL,1.2095,0.4291,5.8323,0.022,0.0651,0.0657,0.156
ore_ont_2783.owl,2994,1152,9936,6410,4129,1899,382,32,501,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0535999999999999,112.9271,2.7865,0.0542,5.8513,,0.2469
ore_ont_14593.owl,2994,1152,9943,6429,4117,1930,382,32,489,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0538,115.3925,2.6459,0.0462,5.8157,,0.2474
ore_ont_9382.owl,2994,1152,9943,6429,4117,1930,382,32,489,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0572,113.3998,2.6215,0.059,5.8337,,0.2483
ore_ont_9558.owl,2999,1135,9939,6411,4128,1908,375,32,498,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0532,100.0519,2.7271,0.0583,5.7097,,0.2467
ore_ont_6815.owl,2999,1135,9940,6412,4129,1908,375,32,498,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.059,119.4807,2.755,0.0587,5.7383,,0.2451
ore_ont_9758.owl,2999,1135,9940,6412,4129,1908,375,32,498,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0569,100.2939,2.68,0.0527,5.7033,,0.2469
ore_ont_10409.owl,2999,1135,9940,6412,4129,1908,375,32,498,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0559,100.7365,2.7027,0.0581,5.8217,,0.249
ore_ont_960.owl,2999,1135,9940,6412,4129,1908,375,32,498,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0540999999999999,99.5686,2.7547,0.0534,5.8811,,0.2486
ore_ont_10672.owl,2999,1135,9943,6415,4129,1911,375,32,498,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0537,101.8027,2.6445,0.0567,5.9448,,0.2491
ore_ont_14134.owl,2994,1152,9961,6435,4129,1924,382,32,501,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0547,113.9997,2.6654,0.0633,6.1137,,0.2499
ore_ont_7399.owl,2994,1152,9968,6442,4128,1932,382,32,501,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0540999999999999,115.1386,2.6237,0.0592,6.0328,,0.2452
ore_ont_153.owl,2994,1152,9968,6442,4128,1932,382,32,501,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0533999999999999,113.1954,2.5764,0.0598,5.9423,,0.2484
ore_ont_9668.owl,2994,1152,9969,6443,4129,1932,382,32,501,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0572,114.305,2.5669,0.0546,6.2164,,0.2482
ore_ont_13337.owl,2994,1152,9969,6443,4129,1932,382,32,501,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0605,115.6087,2.6111,0.0551,6.2435,,0.2496
ore_ont_2531.owl,2994,1152,9969,6443,4129,1932,382,32,501,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0593,115.5096,2.7038,0.0522,6.2356,,0.2472
ore_ont_14331.owl,3005,1152,9996,6459,4145,1932,382,32,501,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.055,115.1962,2.7204,0.0506,6.1896,,0.2498
ore_ont_10985.owl,3030,1135,10002,6443,4160,1908,375,32,498,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0533,100.6953,2.7626,0.056,5.8047,,0.2503
ore_ont_3640.owl,168,1387,7651,7465,290,7169,6,0,19,0,OWL2_DL - OWL2_FULL,OWL2_DL,1.0679,0.1359,11.0033,0.0047,,,0.18
ore_ont_5092.owl,3034,1135,10011,6448,4165,1908,375,32,498,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.059,100.9106,2.7022,0.0555,5.9344,,0.2484
ore_ont_12836.owl,183,939,5197,4895,529,4359,7,10,110,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0133999999999999,0.0863,,0.0041,0.0753,,0.1225
ore_ont_253.owl,1859,2390,10356,8493,3709,4780,4,0,4,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.223,0.3667,4.7385,0.0113,4.567,3.6263,0.1725
ore_ont_10423.owl,3024,1173,10115,6561,4162,2023,376,32,499,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0579,106.5388,2.6763,0.0553,6.2966,,0.2499
ore_ont_6354.owl,3724,1270,10730,6503,4331,1704,468,0,504,0,OWL2_DL - OWL2_QL - OWL2_FULL,OWL2_DL,0.1645,0.715,3.2421,0.0231,0.6373,0.5988,0.2001
ore_ont_4260.owl,2366,7,14791,12421,4430,7989,2,0,4,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.1118,0.3492,6.6424,0.0172,0.122,0.0907,0.2092
ore_ont_15917.owl,3018,0,13362,10340,4863,5474,3,0,4,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.5219,0.4486,8.1087,0.0179,0.2562,0.2697,0.2028
ore_ont_15341.owl,3044,0,13480,10431,4832,5596,3,0,5,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.5294,0.4359,7.9297,0.0181,0.2635,0.2541,0.2046
ore_ont_13840.owl,3044,0,13480,10431,4832,5596,3,0,5,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.537,0.4421,7.9934,0.0179,0.2682,0.2575,0.2047
ore_ont_10275.owl,1669,2,14887,13196,2407,10772,17,0,22,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.147,0.253,6.4818,0.0103,0.5074,0.2244,0.2216
ore_ont_13460.owl,2374,7,14912,12534,4449,8082,3,0,4,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.1084,0.3704,6.6411,0.0181,0.2795,0.2399,0.2096
ore_ont_1539.owl,2996,1135,10166,6641,4129,2137,375,32,498,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0528999999999999,104.7075,2.6774,0.0557,5.9552,,0.2509
ore_ont_15490.owl,5349,0,11725,6373,6373,0,0,0,3,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL,0.7625,0.5384,6.7043,0.0252,0.1182,0.108,0.1774
ore_ont_14255.owl,2999,1135,10183,6655,4129,2151,375,32,498,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0542,104.9246,2.5648,0.0549,5.9236,,0.2541
ore_ont_8326.owl,2991,1152,10195,6672,4129,2161,382,32,501,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0596,119.768,2.672,0.0539,6.2655,,0.2524
ore_ont_10588.owl,3000,1135,10188,6660,4129,2156,375,32,497,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0569,107.2728,2.8161,0.0554,5.9877,,0.2546
ore_ont_7758.owl,2999,1135,10188,6660,4126,2159,375,32,498,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0561,108.6161,2.4753,0.0578,6.0609,,0.2531
ore_ont_8684.owl,2999,1135,10188,6660,4126,2159,375,32,498,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0549,107.6578,2.7851,0.0546,5.9645,,0.2492
ore_ont_13150.owl,2999,1135,10191,6663,4130,2158,375,32,498,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0538999999999999,109.3266,2.7336,0.0572,6.0846,,0.2487
ore_ont_259.owl,2999,1135,10191,6663,4129,2159,375,32,498,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0633,110.2101,2.7103,0.0534,5.9931,,0.2505
ore_ont_4162.owl,2999,1135,10191,6663,4129,2159,375,32,498,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0593,108.8617,2.7327,0.0514,6.1485,,0.2458
ore_ont_3114.owl,2999,1135,10191,6663,4129,2159,375,32,498,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0584999999999999,110.0097,2.6417,0.0572,6.0819,,0.2504
ore_ont_8359.owl,2999,1135,10191,6663,4129,2159,375,32,498,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0548,110.1741,2.6228,0.0541,6.0572,,0.2491
ore_ont_8286.owl,2999,1135,10191,6663,4129,2159,375,32,498,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0596,109.838,2.7727,0.0542,6.0775,,0.2498
ore_ont_4515.owl,2999,1135,10191,6663,4129,2159,375,32,498,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0573,108.5317,2.7057,0.0533,5.976,,0.2518
ore_ont_15450.owl,2999,1135,10191,6663,4129,2159,375,32,498,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0567,108.5457,2.7784,0.0535,5.9481,,0.2514
ore_ont_6765.owl,2999,1135,10191,6663,4129,2159,375,32,498,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0554,108.7267,2.6887,0.0537,5.9674,,0.2533
ore_ont_16565.owl,2999,1135,10192,6664,4130,2159,375,32,498,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0540999999999999,109.3509,2.6623,0.0533,6.0382,,0.2511
ore_ont_12884.owl,2999,1135,10192,6664,4130,2159,375,32,498,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0542,107.8361,2.7163,0.0533,6.0483,,0.2525
ore_ont_7474.owl,2999,1135,10192,6664,4130,2159,375,32,498,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0540999999999999,110.8648,2.7795,0.0519,5.9705,,0.2514
ore_ont_2664.owl,3000,1135,10197,6668,4130,2163,375,32,498,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0569,109.0518,2.7281,0.0547,5.9396,,0.25
ore_ont_13941.owl,3000,1135,10201,6672,4130,2167,375,32,498,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0559,110.4728,2.8099,0.0531,5.9242,,0.252
ore_ont_4581.owl,3001,1142,10205,6675,4131,2169,375,32,498,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.055,109.5843,2.6737,0.0534,6.1425,,0.2527
ore_ont_9972.owl,2994,1152,10217,6691,4126,2183,382,32,501,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0578,126.0364,2.6756,0.0527,6.23,,0.2539
ore_ont_1870.owl,2994,1152,10219,6693,4129,2182,382,32,501,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0569,123.1669,2.5939,0.0516,6.2801,,0.2537
ore_ont_9186.owl,2995,1152,10220,6694,4129,2183,382,32,500,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0596999999999999,118.6765,2.6328,0.0536,6.1777,,0.2528
ore_ont_15352.owl,2994,1152,10220,6694,4129,2183,382,32,501,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0544,120.6618,2.7284,0.0553,6.1501,,0.2527
ore_ont_8171.owl,2994,1152,10220,6694,4129,2183,382,32,501,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0616,125.5655,2.7039,0.0554,6.2028,,0.2496
ore_ont_2817.owl,2994,1152,10220,6694,4129,2183,382,32,501,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0558,128.7976,2.6408,0.0549,6.4943,,0.2468
ore_ont_5543.owl,2994,1152,10220,6694,4129,2183,382,32,501,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0545999999999999,126.949,2.6763,0.0568,6.0941,,0.2496
ore_ont_3329.owl,2994,1152,10220,6694,4129,2183,382,32,501,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0633,129.3833,2.5656,0.0551,6.1196,,0.2475
ore_ont_13776.owl,2994,1152,10220,6694,4129,2183,382,32,501,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0557,127.2834,2.6171,0.0529,6.0641,,0.2474
ore_ont_16738.owl,2994,1152,10220,6694,4129,2183,382,32,501,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0574,127.095,2.7606,0.0544,6.0175,,0.2485
ore_ont_9037.owl,2994,1152,10221,6695,4130,2183,382,32,501,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0601,120.1386,2.7565,0.0555,6.3378,,0.247
ore_ont_15544.owl,2994,1152,10221,6695,4130,2183,382,32,501,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0602,118.8319,2.6943,0.0553,6.333,,0.2474
ore_ont_4263.owl,2994,1152,10221,6695,4130,2183,382,32,501,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0608999999999999,118.5835,2.6712,0.0546,6.3056,,0.2445
ore_ont_1790.owl,2994,1152,10221,6695,4130,2183,382,32,501,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0538999999999999,119.1897,2.6922,0.0552,6.2717,,0.2478
ore_ont_6469.owl,3008,1135,10215,6678,4144,2159,375,32,498,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0555,104.3435,2.8716,0.0557,5.9388,,0.2507
ore_ont_7775.owl,1398,1483,6688,5257,2892,2328,37,1,32,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.3029,3.5975,4.7613,0.0364,4.5805,2.9963,0.1594
ore_ont_16120.owl,2995,1152,10230,6703,4130,2191,382,32,501,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0545,119.474,2.6563,0.0541,6.1447,,0.2535
ore_ont_5448.owl,3014,1140,10232,6687,4147,2165,375,32,500,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0554,105.3851,2.7531,0.0545,6.0483,,0.2551
ore_ont_16617.owl,3007,1152,10250,6711,4146,2183,382,32,501,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.059,118.4633,2.6438,0.0562,6.2979,,0.253
ore_ont_12474.owl,3006,1152,10245,6707,4150,2175,382,32,501,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0554,119.805,2.635,0.0537,6.205,,0.25
ore_ont_8431.owl,3010,1152,10253,6711,4147,2182,382,32,501,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.055,119.2283,2.7144,0.0555,6.3248,,0.2497
ore_ont_11636.owl,3535,1226,10567,6696,4840,1669,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0833,51.4732,3.3719,0.0382,9.7339,,0.2319
ore_ont_8999.owl,3010,1152,10257,6715,4150,2183,382,32,501,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0555,120.8422,2.6409,0.0537,6.4748,,0.2509
ore_ont_13700.owl,2554,1884,7219,4625,2687,1895,43,7,33,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.3112999999999999,0.522,4.0232,0.0267,0.5224,,0.2331
ore_ont_13851.owl,3535,1226,10569,6698,4841,1670,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.075,56.6569,3.2753,0.0392,9.3235,,0.2335
ore_ont_14919.owl,3008,1165,10247,6710,4141,2194,375,32,498,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0567,108.7539,2.6749,0.0528,6.1964,,0.2525
ore_ont_7320.owl,3531,1226,10567,6701,4839,1675,187,28,308,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0771999999999999,57.6172,3.535,0.039,9.5377,,0.235
ore_ont_8668.owl,3535,1226,10575,6704,4842,1675,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0814,57.8138,3.3142,0.038,9.5037,,0.2341
ore_ont_3214.owl,3535,1226,10575,6704,4842,1675,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0756999999999999,57.6459,3.3482000000000003,0.0386,9.8264,,0.2348
ore_ont_6266.owl,3020,1152,10279,6724,4159,2183,382,32,504,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0584999999999999,120.1339,2.7635,0.0541,6.1693,,0.2525
ore_ont_11696.owl,3535,1226,10576,6705,4842,1676,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0795,57.8144,3.3729,0.0387,10.387,,0.2362
ore_ont_16017.owl,3535,1226,10579,6708,4842,1679,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0796,58.2994,3.4634,0.0382,9.5727,,0.2359
ore_ont_7102.owl,3007,1156,10235,6695,4138,2182,375,32,502,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0548,107.417,2.6765,0.0508,6.1295,,0.2542
ore_ont_14183.owl,3539,1226,10585,6709,4847,1675,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0815,57.993,3.4234,0.0392,9.3205,,0.2368
ore_ont_6847.owl,3534,1226,10578,6708,4840,1681,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0745,52.5479,3.3956,0.0378,9.4765,,0.2362
ore_ont_14766.owl,3535,1226,10579,6708,4840,1681,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0766999999999999,52.7483,3.4427,0.0394,9.7166,,0.2335
ore_ont_4958.owl,3535,1226,10579,6708,4840,1681,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0771999999999999,52.2603,3.3575,0.0382,9.1483,,0.2341
ore_ont_4429.owl,3005,1178,10273,6736,4144,2210,382,32,501,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0550999999999999,121.1459,2.8177,0.0535,6.3168,,0.2546
ore_ont_10058.owl,3535,1226,10583,6713,4840,1686,187,29,307,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0754,58.6861,3.1915,0.0383,9.3832,,0.2371
ore_ont_3584.owl,2998,1164,10277,6747,4135,2230,382,32,501,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0597,124.1636,2.6867,0.0556,6.2992,,0.2586
ore_ont_14896.owl,3535,1226,10585,6714,4841,1686,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0755,59.624,3.5735,0.0391,9.53,,0.2386
ore_ont_4210.owl,3535,1226,10585,6714,4841,1686,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0805999999999999,59.6854,3.3086,0.0387,10.0428,,0.2372
ore_ont_4188.owl,3535,1226,10585,6714,4841,1686,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0786999999999999,58.4346,3.4565,0.0396,9.5015,,0.2377
ore_ont_6729.owl,3535,1226,10585,6714,4841,1686,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0776999999999999,58.5487,3.542,0.0393,9.7262,,0.2384
ore_ont_3795.owl,3535,1226,10585,6714,4841,1686,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0810999999999999,59.4524,3.3086,0.0388,9.4299,,0.2376
ore_ont_3357.owl,3535,1226,10585,6714,4841,1686,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0747,58.8292,3.4246,0.0386,9.3478,,0.2383
ore_ont_4770.owl,3535,1226,10585,6714,4841,1686,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0759,59.4236,3.4713,0.0385,9.8068,,0.237
ore_ont_7084.owl,3043,1135,10286,6713,4190,2148,375,33,498,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0563,105.734,2.6693,0.0526,6.1595,,0.2545
ore_ont_10594.owl,3539,1226,10592,6716,4847,1682,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0824,58.7386,3.2817,0.038,9.6076,,0.2368
ore_ont_11289.owl,3539,1226,10595,6719,4847,1685,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0834,58.9858,3.3292,0.0385,9.8704,,0.2371
ore_ont_11948.owl,3539,1226,10595,6719,4847,1685,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0783,58.3518,3.3429,0.0383,9.5855,,0.2376
ore_ont_4834.owl,3535,1226,10589,6717,4841,1689,187,30,308,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0838,60.3052,3.2384,0.0382,9.5588,,0.2367
ore_ont_8719.owl,2998,1176,10274,6744,4137,2225,382,32,501,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0574,132.0657,2.6447,0.0553,6.7417,,0.2548
ore_ont_11564.owl,3039,1135,10292,6724,4190,2159,375,32,498,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0558,111.9425,2.7677,0.0463,6.0627,,0.253
ore_ont_1091.owl,3547,1226,10600,6718,4856,1675,187,28,308,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0876,63.6502,3.4591,0.0386,9.7694,,0.2361
ore_ont_3500.owl,3539,1226,10600,6723,4847,1689,187,30,308,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0736,62.4587,3.4574,0.0384,9.9095,,0.2364
ore_ont_14878.owl,3562,1226,10621,6723,4873,1663,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0751,60.2716,3.3003,0.0384,9.4899,,0.2367
ore_ont_5943.owl,3539,1226,10603,6727,4846,1694,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.074,60.9373,3.2432,0.0377,9.8488,,0.2349
ore_ont_4092.owl,3535,1226,10597,6726,4840,1699,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0761,54.254,3.4649,0.037,9.4299,,0.234
ore_ont_15355.owl,2147,7568,12571,10397,2805,7568,24,0,28,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0584999999999999,0.3204,4.5322,0.0115,0.3013,0.2784999999999999,0.1765
ore_ont_6060.owl,3546,1226,10619,6737,4875,1675,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0797,59.911,3.3405,0.0388,9.9356,,0.2359
ore_ont_2548.owl,2566,1887,7263,4653,2706,1902,45,9,35,0,OWL2_DL - OWL2_FULL,OWL2_DL,5.3228,0.678,1299.3581,0.0286,,,0.2451
ore_ont_5298.owl,3555,1226,10630,6739,4866,1686,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0751999999999999,60.2135,3.3539,0.0384,9.7261,,0.2371
ore_ont_14237.owl,3538,1226,10618,6744,4846,1711,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0739,62.2224,3.4855,0.0389,9.7802,,0.2352
ore_ont_13679.owl,3044,1152,10345,6760,4192,2183,385,32,510,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.056,125.9918,2.6035,0.0523,6.2547,,0.254
ore_ont_990.owl,3543,1247,10612,6732,4847,1698,187,29,309,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0812,59.7846,3.4213,0.0381,9.5435,,0.2362
ore_ont_290.owl,3041,1166,10338,6764,4196,2186,382,33,501,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0550999999999999,126.9444,2.8213,0.0551,6.3418,,0.2539
ore_ont_7014.owl,3535,1226,10640,6769,4842,1740,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0844,61.5785,3.399,0.0383,9.8308,,0.2398
ore_ont_7237.owl,3535,1226,10641,6770,4838,1745,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0776999999999999,53.639,3.4147,0.0379,9.5211,,0.2434
ore_ont_770.owl,3535,1226,10641,6770,4838,1745,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0817,53.9426,3.4785,0.0377,9.4479,,0.2405
ore_ont_7025.owl,3535,1226,10641,6770,4838,1745,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0863,53.2834,3.4215,0.038,10.1613,,0.243
ore_ont_16822.owl,3535,1226,10644,6773,4840,1746,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0779,55.116,3.5645,0.0381,9.9871,,0.2409
ore_ont_7537.owl,3535,1226,10644,6773,4840,1746,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0762999999999999,54.9808,3.4151,0.0376,9.7016,,0.2418
ore_ont_8417.owl,3576,1226,10665,6754,4881,1686,187,29,307,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0756,64.1424,3.3636,0.0395,9.3004,,0.2428
ore_ont_1517.owl,3068,1135,10353,6754,4219,2159,376,32,500,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0556,106.9252,2.7982,0.0519,5.975,,0.2608
ore_ont_7944.owl,3544,1226,10663,6783,4851,1745,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0766999999999999,54.4961,3.2664,0.0383,10.0235,,0.2416
ore_ont_14906.owl,3568,1226,10664,6760,4887,1686,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0831,60.1434,3.497,0.0388,11.8342,,0.2416
ore_ont_5398.owl,3546,1226,10672,6790,4858,1745,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0761999999999999,55.295,3.2094,0.0389,11.9686,,0.2415
ore_ont_336.owl,3587,1231,10691,6768,4901,1680,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0765,60.8949,3.2912,0.0388,11.5152,,0.2424
ore_ont_7079.owl,3571,1226,10709,6802,4880,1735,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0817,62.805,3.4577,0.0391,10.2326,,0.2442
ore_ont_6504.owl,3528,1226,10668,6803,4842,1774,187,30,308,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0766999999999999,61.5962,3.2657,0.0384,11.6297,,0.2421
ore_ont_10173.owl,3021,1173,10391,6838,4165,2297,376,32,501,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0603,118.2326,2.8702,0.0558,6.7797,,0.2641
ore_ont_9534.owl,3052,1177,10383,6801,4206,2220,375,33,498,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0583,123.2966,2.7355,0.0554,6.8684,,0.2621
ore_ont_2700.owl,3551,1262,10684,6792,4866,1739,187,29,313,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0761,60.568,3.2751,0.0386,9.8971,,0.2384
ore_ont_14286.owl,2366,7,14791,12421,4430,7989,2,0,4,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0989,0.3978,6.518,0.0168,0.1014,0.0914,0.2074
ore_ont_2213.owl,3016,1190,10420,6869,4165,2321,383,32,504,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0619,133.15800000000002,2.8877,0.0544,6.7201,,0.2612
